"No."	"PosX"	"PosY"	"PosZ"	"FrontX"	"FrontY"	"FrontZ"	"LeftX"	"LeftY"	"LeftZ"	"UpX"	"UpY"	"UpZ"
140	-115.604303	17.366295	-21.751664	-0.717583	-0.598593	-0.356036	0.045541	-0.550431	0.833638	-0.694983	0.581990	0.422241
141	-117.093983	16.210167	-22.416427	-0.771600	-0.555622	-0.309706	0.009768	-0.497169	0.867599	-0.636033	0.666414	0.389042
142	-118.687446	15.149603	-22.994203	-0.820806	-0.503869	-0.269061	-0.027458	-0.435689	0.899678	-0.570547	0.745849	0.343781
143	-120.372432	14.197436	-23.496354	-0.862880	-0.447951	-0.234046	-0.059906	-0.369170	0.927429	-0.501846	0.814281	0.291714
144	-122.133783	13.358101	-23.933864	-0.897172	-0.391569	-0.204342	-0.085110	-0.300708	0.949911	-0.433403	0.869625	0.236460
145	-123.956269	12.629793	-24.316849	-0.924157	-0.337259	-0.179417	-0.102667	-0.233109	0.967016	-0.367959	0.912094	0.180804
146	-125.826253	12.006751	-24.654239	-0.944865	-0.286471	-0.158632	-0.113023	-0.169362	0.979052	-0.307336	0.943001	0.127646
147	-127.732347	11.481162	-24.953666	-0.960464	-0.239858	-0.141342	-0.117156	-0.112334	0.986740	-0.252555	0.964287	0.079792
148	-129.665444	11.044487	-25.221508	-0.972039	-0.197546	-0.126950	-0.116304	-0.064641	0.991108	-0.203995	0.978160	0.039858
149	-131.618543	10.688872	-25.463065	-0.980767	-0.157671	-0.115052	-0.111919	-0.028639	0.993305	-0.159910	0.987076	0.010442
150	-133.587626	10.417843	-25.683342	-0.988045	-0.112337	-0.105578	-0.105519	-0.006493	0.994396	-0.112393	0.993649	-0.005438
151	-135.569352	10.242887	-25.886503	-0.993280	-0.061844	-0.097828	-0.098021	0.000077	0.995184	-0.061539	0.998086	-0.006139
152	-137.558927	10.172964	-26.075448	-0.995795	-0.007529	-0.091295	-0.091300	0.000377	0.995823	-0.007463	0.999972	-0.001063
153	-139.550388	10.214520	-26.252255	-0.995099	0.049434	-0.085645	-0.085729	0.000411	0.996318	0.049287	0.998777	0.003829
